nThreads,memcpyOut,plan,execu,memcpyIn
23,0.015,0.618,0.620,0.021,
24,0.015,0.623,0.618,0.022,
25,0.016,0.481,0.374,0.030,
26,0.018,0.987,1.416,0.024,
27,0.016,0.973,1.388,0.022,
28,0.017,0.989,1.500,0.024,
29,0.016,0.965,1.515,0.024,
30,0.015,0.970,1.279,0.034,
31,0.015,0.988,1.441,0.028,
32,0.014,0.998,1.424,0.035,
33,0.015,0.992,1.501,0.033,
34,0.016,0.972,1.557,0.037,
35,0.015,0.985,1.414,0.022,
36,0.015,0.979,1.461,0.021,
1,0.015,0.119,0.264,0.013,
2,0.015,0.148,0.188,0.014,
3,0.014,0.173,0.148,0.014,
4,0.014,0.190,0.144,0.015,
5,0.014,0.212,0.123,0.015,
6,0.013,0.360,0.256,0.018,
7,0.014,0.247,0.187,0.018,
8,0.014,0.441,0.233,0.027,
9,0.016,0.293,0.168,0.034,
10,0.014,0.522,0.377,0.028,
11,0.014,0.507,0.391,0.022,
12,0.015,0.504,0.412,0.035,
13,0.016,0.368,0.259,0.028,
14,0.015,0.613,0.569,0.023,
15,0.016,0.635,0.504,0.034,
16,0.015,0.611,0.596,0.028,
17,0.015,0.634,0.542,0.037,
18,0.014,0.618,0.608,0.029,
19,0.016,0.630,0.595,0.016,
20,0.014,0.628,0.559,0.029,
21,0.015,0.629,0.571,0.028,
22,0.016,0.627,0.585,0.024,
23,0.016,0.618,0.686,0.023,
24,0.016,0.625,0.564,0.022,
25,0.016,0.481,0.345,0.019,
26,0.015,0.983,1.509,0.017,
27,0.016,0.964,1.296,0.019,
28,0.015,0.987,1.398,0.021,
29,0.016,0.979,1.405,0.036,
30,0.019,1.001,1.486,0.029,
31,0.016,0.970,1.513,0.030,
32,0.015,0.998,1.475,0.024,
33,0.016,0.997,1.437,0.032,
34,0.016,0.984,1.648,0.038,
35,0.017,1.017,1.328,0.028,
36,0.015,0.988,1.543,0.022,
1,0.014,0.120,0.266,0.012,
2,0.015,0.147,0.192,0.014,
3,0.013,0.173,0.204,0.024,
4,0.015,0.194,0.194,0.018,
5,0.015,0.211,0.162,0.018,
6,0.014,0.358,0.222,0.018,
7,0.014,0.248,0.161,0.019,
8,0.015,0.452,0.324,0.031,
9,0.018,0.289,0.190,0.020,
10,0.015,0.526,0.387,0.029,
11,0.015,0.515,0.359,0.031,
12,0.016,0.534,0.384,0.022,
13,0.015,0.373,0.219,0.019,
14,0.014,0.644,0.484,0.035,
15,0.015,0.624,0.521,0.023,
16,0.015,0.619,0.547,0.019,
17,0.016,0.621,0.594,0.019,
18,0.016,0.611,0.582,0.021,
19,0.015,0.623,0.627,0.033,
20,0.014,0.625,0.590,0.022,
21,0.015,0.618,0.649,0.024,
22,0.016,0.626,0.729,0.028,
23,0.014,0.625,0.721,0.022,
24,0.016,0.619,0.613,0.022,
25,0.016,0.494,0.357,0.024,
26,0.014,0.982,1.715,0.029,
27,0.016,0.982,1.535,0.030,
28,0.015,1.151,1.726,0.036,
29,0.017,0.992,1.607,0.036,
30,0.016,0.994,1.461,0.031,
31,0.015,1.000,1.353,0.037,
32,0.016,1.010,1.573,0.029,
33,0.017,1.020,1.522,0.033,
34,0.015,1.006,1.444,0.033,
35,0.015,1.010,1.568,0.019,
36,0.015,1.006,1.430,0.029,
1,0.016,0.121,0.263,0.012,
2,0.015,0.148,0.231,0.022,
3,0.013,0.173,0.255,0.019,
4,0.015,0.191,0.194,0.015,
5,0.013,0.213,0.158,0.032,
6,0.015,0.371,0.210,0.017,
7,0.015,0.256,0.148,0.017,
8,0.014,0.444,0.255,0.030,
9,0.015,0.293,0.180,0.030,
10,0.015,0.515,0.423,0.029,
11,0.014,0.519,0.425,0.046,
12,0.014,0.518,0.501,0.032,
13,0.014,0.374,0.253,0.020,
14,0.016,0.618,0.558,0.019,
15,0.015,0.616,0.492,0.019,
16,0.014,0.612,0.549,0.026,
17,0.018,0.677,0.626,0.022,
18,0.015,0.616,0.569,0.032,
19,0.017,0.631,0.499,0.033,
20,0.016,0.623,0.553,0.033,
21,0.016,0.624,0.548,0.021,
22,0.015,0.622,0.604,0.019,
23,0.016,0.639,0.536,0.033,
24,0.016,0.624,0.605,0.021,
25,0.015,0.489,0.376,0.022,
26,0.015,0.973,1.433,0.028,
27,0.015,0.999,1.360,0.031,
28,0.016,0.988,1.441,0.021,
29,0.016,0.983,1.543,0.025,
30,0.015,0.977,1.786,0.036,
31,0.017,0.990,1.475,0.022,
32,0.015,0.973,1.504,0.026,
33,0.016,0.993,1.521,0.034,
34,0.015,0.981,1.402,0.020,
35,0.016,0.979,1.431,0.026,
36,0.014,0.982,1.293,0.035,
1,0.014,0.121,0.267,0.013,
2,0.015,0.148,0.180,0.014,
3,0.014,0.169,0.272,0.030,
4,0.014,0.197,0.242,0.028,
5,0.014,0.215,0.216,0.030,
6,0.014,0.361,0.239,0.019,
7,0.015,0.247,0.209,0.019,
8,0.015,0.441,0.370,0.034,
9,0.015,0.298,0.229,0.030,
10,0.014,0.511,0.362,0.023,
11,0.015,0.511,0.447,0.032,
12,0.015,0.513,0.456,0.021,
13,0.016,0.370,0.222,0.018,
14,0.014,0.637,0.569,0.030,
15,0.015,0.612,0.599,0.023,
16,0.015,0.610,0.601,0.034,
17,0.015,0.615,0.512,0.022,
18,0.015,0.628,0.523,0.028,
19,0.016,0.620,0.521,0.031,
20,0.014,0.625,0.598,0.031,
21,0.015,0.624,0.603,0.021,
22,0.016,0.631,0.627,0.034,
23,0.015,0.646,0.670,0.021,
24,0.016,0.633,0.683,0.026,
25,0.016,0.517,0.371,0.023,
26,0.017,0.972,1.412,0.030,
27,0.014,0.978,1.433,0.034,
28,0.014,0.978,1.436,0.030,
29,0.016,0.971,1.387,0.021,
30,0.015,0.961,1.542,0.029,
31,0.016,0.978,1.326,0.023,
32,0.016,0.993,1.292,0.019,
33,0.016,0.983,1.402,0.032,
34,0.016,1.001,1.473,0.022,
35,0.017,0.977,1.372,0.031,
36,0.015,0.984,1.448,0.035,
1,0.015,0.121,0.269,0.012,
2,0.015,0.148,0.190,0.014,
3,0.014,0.168,0.145,0.014,
4,0.014,0.198,0.180,0.024,
5,0.014,0.211,0.235,0.024,
6,0.013,0.361,0.228,0.028,
7,0.015,0.250,0.221,0.021,
8,0.015,0.446,0.342,0.022,
9,0.014,0.286,0.217,0.020,
10,0.015,0.504,0.460,0.020,
11,0.015,0.506,0.460,0.025,
12,0.016,0.506,0.391,0.029,
13,0.016,0.369,0.198,0.034,
14,0.015,0.618,0.559,0.026,
15,0.015,0.611,0.504,0.034,
16,0.015,0.615,0.586,0.020,
17,0.015,0.622,0.590,0.030,
18,0.015,0.624,0.529,0.032,
19,0.016,0.621,0.695,0.021,
20,0.016,0.620,0.600,0.021,
21,0.016,0.614,0.581,0.031,
22,0.015,0.636,0.530,0.018,
23,0.015,0.634,0.714,0.023,
24,0.015,0.628,0.652,0.034,
25,0.017,0.485,0.391,0.029,
26,0.015,0.978,1.450,0.031,
27,0.015,0.986,1.463,0.029,
28,0.016,0.977,1.566,0.033,
29,0.015,0.983,1.665,0.034,
30,0.016,0.971,1.603,0.023,
31,0.016,1.007,1.543,0.033,
32,0.017,0.983,1.489,0.035,
33,0.014,0.986,1.359,0.020,
34,0.015,0.984,1.476,0.038,
35,0.014,0.998,1.339,0.022,
36,0.015,0.976,1.462,0.021,
1,0.016,0.117,0.266,0.013,
2,0.015,0.148,0.181,0.014,
3,0.014,0.169,0.157,0.014,
4,0.014,0.189,0.238,0.021,
5,0.014,0.210,0.257,0.034,
6,0.015,0.358,0.240,0.021,
7,0.014,0.257,0.207,0.031,
8,0.015,0.446,0.320,0.021,
9,0.016,0.288,0.210,0.020,
10,0.014,0.506,0.364,0.019,
11,0.014,0.506,0.356,0.027,
12,0.014,0.521,0.439,0.019,
13,0.015,0.368,0.223,0.020,
14,0.016,0.608,0.512,0.022,
15,0.015,0.618,0.567,0.021,
16,0.016,0.623,0.559,0.020,
17,0.015,0.613,0.553,0.024,
18,0.016,0.615,0.558,0.035,
19,0.015,0.630,0.564,0.029,
20,0.015,0.615,0.685,0.025,
21,0.015,0.611,0.622,0.021,
22,0.015,0.612,0.550,0.021,
23,0.015,0.638,0.610,0.033,
24,0.016,0.627,0.581,0.022,
25,0.016,0.482,0.387,0.035,
26,0.016,0.973,1.426,0.019,
27,0.016,0.982,1.359,0.034,
28,0.015,0.981,1.572,0.023,
29,0.016,0.994,1.343,0.020,
30,0.016,0.996,1.436,0.020,
31,0.016,0.980,1.439,0.033,
32,0.016,0.978,1.465,0.030,
33,0.016,0.977,1.562,0.030,
34,0.015,0.977,1.356,0.022,
35,0.016,1.012,1.467,0.037,
36,0.016,0.986,1.527,0.031,
1,0.015,0.124,0.266,0.012,
2,0.015,0.148,0.181,0.015,
3,0.014,0.174,0.283,0.029,
4,0.014,0.194,0.242,0.021,
5,0.014,0.211,0.214,0.031,
6,0.015,0.363,0.251,0.020,
7,0.014,0.248,0.197,0.032,
8,0.014,0.443,0.401,0.036,
9,0.014,0.287,0.232,0.026,
10,0.014,0.507,0.338,0.019,
11,0.015,0.512,0.399,0.019,
12,0.016,0.510,0.447,0.028,
13,0.015,0.367,0.220,0.034,
14,0.015,0.617,0.451,0.030,
15,0.015,0.622,0.604,0.034,
16,0.015,0.615,0.555,0.028,
17,0.015,0.622,0.625,0.035,
18,0.015,0.619,0.589,0.020,
19,0.016,0.619,0.585,0.036,
20,0.014,0.617,0.602,0.023,
21,0.016,0.623,0.554,0.033,
22,0.015,0.629,0.630,0.032,
23,0.016,0.630,0.537,0.028,
24,0.016,0.621,0.629,0.032,
25,0.016,0.478,0.333,0.020,
26,0.015,0.968,1.372,0.033,
27,0.015,0.978,1.407,0.021,
28,0.015,0.981,1.389,0.019,
29,0.015,0.963,1.557,0.032,
30,0.015,0.985,1.481,0.028,
31,0.015,0.971,1.477,0.022,
32,0.014,0.990,1.247,0.033,
33,0.016,0.985,1.410,0.031,
34,0.016,0.989,1.437,0.026,
35,0.014,0.977,1.337,0.028,
36,0.016,0.988,1.460,0.020,
1,0.015,0.120,0.266,0.012,
2,0.014,0.148,0.181,0.013,
3,0.014,0.168,0.147,0.014,
4,0.014,0.193,0.256,0.023,
5,0.014,0.214,0.226,0.017,
6,0.014,0.359,0.240,0.035,
7,0.014,0.249,0.237,0.032,
8,0.014,0.443,0.387,0.020,
9,0.015,0.283,0.229,0.024,
10,0.015,0.502,0.440,0.020,
11,0.015,0.521,0.468,0.031,
12,0.014,0.511,0.359,0.023,
13,0.014,0.368,0.234,0.035,
14,0.015,0.609,0.602,0.032,
15,0.015,0.613,0.531,0.030,
16,0.016,0.614,0.554,0.031,
17,0.016,0.623,0.432,0.034,
18,0.015,0.616,0.551,0.034,
19,0.016,0.628,0.560,0.019,
20,0.016,0.625,0.504,0.030,
21,0.016,0.621,0.615,0.020,
22,0.015,0.631,0.510,0.022,
23,0.015,0.617,0.520,0.035,
24,0.016,0.629,0.505,0.031,
25,0.015,0.488,0.305,0.019,
26,0.015,0.997,1.173,0.018,
27,0.015,0.957,1.293,0.040,
28,0.016,0.989,1.315,0.033,
29,0.016,0.972,1.315,0.032,
30,0.016,0.994,1.479,0.030,
31,0.016,0.973,1.398,0.022,
32,0.016,0.990,1.492,0.030,
33,0.015,1.003,1.390,0.036,
34,0.014,0.990,1.547,0.024,
35,0.016,0.971,1.512,0.022,
36,0.015,0.974,1.750,0.022,
1,0.016,0.119,0.268,0.013,
2,0.015,0.148,0.284,0.022,
3,0.014,0.180,0.277,0.021,
4,0.014,0.196,0.245,0.029,
5,0.014,0.214,0.208,0.029,
6,0.015,0.363,0.250,0.017,
7,0.014,0.248,0.196,0.017,
8,0.014,0.451,0.288,0.035,
9,0.014,0.285,0.223,0.019,
10,0.014,0.505,0.344,0.022,
11,0.015,0.509,0.320,0.021,
12,0.015,0.511,0.414,0.022,
13,0.016,0.361,0.243,0.035,
14,0.016,0.636,0.564,0.028,
15,0.016,0.613,0.588,0.029,
16,0.015,0.624,0.569,0.027,
17,0.015,0.616,0.560,0.035,
18,0.016,0.621,0.648,0.030,
19,0.016,0.618,0.553,0.029,
20,0.015,0.621,0.501,0.024,
21,0.015,0.619,0.564,0.021,
22,0.015,0.627,0.636,0.028,
23,0.015,0.629,0.632,0.033,
24,0.015,0.630,0.571,0.033,
25,0.015,0.487,0.378,0.021,
26,0.015,0.986,1.444,0.031,
27,0.016,0.985,1.599,0.030,
28,0.016,0.967,1.359,0.021,
29,0.015,0.958,1.412,0.035,
30,0.015,0.983,1.411,0.031,
31,0.015,0.969,1.400,0.033,
32,0.015,0.976,1.454,0.020,
33,0.016,0.985,1.458,0.035,
34,0.014,0.974,1.462,0.023,
35,0.015,0.966,1.447,0.032,
36,0.014,0.971,1.270,0.031,
1,0.016,0.123,0.266,0.012,
2,0.014,0.148,0.180,0.014,
3,0.013,0.168,0.155,0.015,
4,0.014,0.195,0.132,0.014,
5,0.014,0.209,0.220,0.033,
6,0.014,0.361,0.250,0.028,
7,0.015,0.248,0.202,0.020,
8,0.015,0.441,0.341,0.020,
9,0.016,0.284,0.219,0.019,
10,0.015,0.500,0.394,0.022,
11,0.014,0.505,0.374,0.027,
12,0.015,0.514,0.442,0.023,
13,0.014,0.370,0.237,0.021,
14,0.015,0.608,0.492,0.029,
15,0.015,0.615,0.583,0.019,
16,0.015,0.613,0.488,0.032,
17,0.015,0.620,0.529,0.020,
18,0.016,0.625,0.628,0.020,
19,0.015,0.610,0.725,0.041,
20,0.017,1.086,0.601,0.022,
21,0.017,0.756,0.462,0.034,
22,0.015,0.623,0.537,0.032,
23,0.015,0.618,0.679,0.027,
24,0.016,0.631,0.659,0.020,
25,0.015,0.490,0.377,0.033,
26,0.017,0.973,1.570,0.030,
27,0.015,0.992,1.460,0.032,
28,0.016,1.002,1.301,0.019,
29,0.015,0.966,1.396,0.032,
30,0.016,0.973,1.376,0.034,
31,0.016,0.987,1.373,0.034,
32,0.015,0.990,1.464,0.021,
33,0.016,0.975,1.503,0.031,
34,0.015,0.989,1.478,0.030,
35,0.015,0.993,1.464,0.034,
36,0.014,0.988,1.418,0.023,
1,0.016,0.122,0.265,0.013,
2,0.015,0.148,0.180,0.014,
3,0.014,0.169,0.143,0.015,
4,0.014,0.198,0.125,0.014,
5,0.013,0.211,0.214,0.018,
6,0.014,0.362,0.270,0.035,
7,0.014,0.249,0.223,0.026,
8,0.015,0.448,0.322,0.020,
9,0.014,0.284,0.241,0.020,
10,0.015,0.502,0.345,0.019,
11,0.014,0.503,0.395,0.020,
12,0.016,0.505,0.415,0.025,
13,0.016,0.373,0.246,0.032,
14,0.016,0.616,0.519,0.023,
15,0.015,0.616,0.577,0.019,
16,0.014,0.610,0.563,0.020,
17,0.015,0.620,0.496,0.032,
18,0.015,0.621,0.450,0.021,
19,0.015,0.615,0.676,0.023,
20,0.015,0.615,0.603,0.029,
21,0.016,0.617,0.583,0.028,
22,0.015,0.622,0.535,0.023,
23,0.015,0.629,0.612,0.023,
24,0.016,0.623,0.623,0.023,
25,0.014,0.481,0.361,0.028,
26,0.015,0.969,1.408,0.032,
27,0.015,0.969,1.480,0.030,
28,0.016,0.984,1.337,0.031,
29,0.015,0.998,1.433,0.033,
30,0.014,0.975,1.439,0.033,
31,0.014,0.989,1.322,0.030,
32,0.015,0.990,1.433,0.034,
33,0.017,0.984,1.428,0.021,
34,0.015,0.987,1.433,0.033,
35,0.015,0.985,1.610,0.021,
36,0.014,0.986,1.616,0.023,
1,0.015,0.119,0.266,0.013,
2,0.015,0.148,0.282,0.023,
3,0.014,0.174,0.148,0.014,
4,0.014,0.193,0.233,0.018,
5,0.015,0.209,0.208,0.018,
6,0.014,0.357,0.270,0.031,
7,0.015,0.249,0.197,0.018,
8,0.014,0.444,0.317,0.021,
9,0.015,0.285,0.222,0.021,
10,0.014,0.507,0.370,0.027,
11,0.015,0.506,0.434,0.035,
12,0.016,0.512,0.398,0.022,
13,0.016,0.369,0.233,0.020,
14,0.016,0.609,0.621,0.026,
15,0.015,0.612,0.690,0.022,
16,0.014,0.615,0.632,0.032,
17,0.015,0.614,0.518,0.029,
18,0.015,0.619,0.578,0.032,
19,0.015,0.617,0.573,0.036,
20,0.016,0.625,0.576,0.031,
21,0.015,0.619,0.579,0.031,
22,0.015,0.619,0.568,0.033,
23,0.015,0.623,0.597,0.030,
24,0.016,0.626,0.586,0.020,
25,0.015,0.482,0.340,0.037,
26,0.014,0.977,1.487,0.023,
27,0.015,0.978,1.393,0.020,
28,0.016,0.957,1.467,0.022,
29,0.016,0.962,1.482,0.033,
30,0.016,0.981,1.458,0.022,
31,0.015,0.980,1.371,0.021,
32,0.015,0.981,1.507,0.021,
33,0.015,0.969,1.337,0.032,
34,0.015,0.974,1.330,0.035,
35,0.014,0.990,1.511,0.030,
36,0.014,0.983,1.503,0.030,
1,0.016,0.122,0.266,0.013,
2,0.015,0.148,0.282,0.022,
3,0.014,0.175,0.149,0.014,
4,0.014,0.193,0.130,0.014,
5,0.014,0.210,0.120,0.014,
6,0.013,0.357,0.258,0.033,
7,0.015,0.249,0.203,0.023,
8,0.015,0.440,0.331,0.019,
9,0.015,0.286,0.212,0.019,
10,0.015,0.504,0.405,0.028,
11,0.015,0.517,0.467,0.030,
12,0.014,0.511,0.388,0.032,
13,0.015,0.366,0.269,0.031,
14,0.015,0.626,0.591,0.031,
15,0.014,0.611,0.483,0.033,
16,0.015,0.626,0.767,0.023,
17,0.015,0.618,0.579,0.032,
18,0.015,0.617,0.518,0.032,
19,0.015,0.629,0.562,0.022,
20,0.016,0.616,0.558,0.024,
21,0.014,0.610,0.533,0.037,
22,0.015,0.628,0.663,0.024,
23,0.016,0.629,0.592,0.025,
24,0.016,0.635,0.576,0.033,
25,0.015,0.485,0.361,0.019,
26,0.015,0.970,1.441,0.031,
27,0.016,0.978,1.412,0.021,
28,0.016,0.979,1.381,0.024,
29,0.016,0.970,1.393,0.034,
30,0.016,0.981,1.430,0.024,
31,0.016,0.971,1.227,0.024,
32,0.014,0.972,1.430,0.022,
33,0.016,0.991,1.493,0.034,
34,0.016,0.988,1.691,0.032,
35,0.016,0.989,1.605,0.025,
36,0.016,0.976,1.313,0.026,
1,0.015,0.119,0.267,0.012,
2,0.015,0.147,0.180,0.014,
3,0.013,0.169,0.149,0.014,
4,0.013,0.193,0.156,0.014,
5,0.014,0.209,0.220,0.034,
6,0.015,0.359,0.229,0.019,
7,0.015,0.245,0.240,0.028,
8,0.014,0.444,0.385,0.034,
9,0.014,0.294,0.212,0.023,
10,0.015,0.505,0.426,0.021,
11,0.014,0.514,0.381,0.028,
12,0.015,0.513,0.425,0.021,
13,0.015,0.366,0.210,0.018,
14,0.014,0.614,0.588,0.019,
15,0.015,0.612,0.524,0.021,
16,0.015,0.607,0.465,0.020,
17,0.015,0.620,0.500,0.020,
18,0.016,0.614,0.485,0.020,
19,0.016,0.624,0.612,0.031,
20,0.016,0.620,0.559,0.023,
21,0.015,0.611,0.513,0.028,
22,0.016,0.624,0.565,0.021,
23,0.016,0.611,0.556,0.032,
24,0.016,0.631,0.586,0.030,
25,0.014,0.480,0.315,0.018,
26,0.016,0.973,1.461,0.034,
27,0.014,0.996,1.401,0.031,
28,0.017,0.980,1.466,0.034,
29,0.016,0.981,1.404,0.031,
30,0.015,0.976,1.501,0.022,
31,0.015,0.981,1.398,0.020,
32,0.016,0.982,1.503,0.023,
33,0.016,0.967,1.506,0.021,
34,0.016,0.994,1.504,0.031,
35,0.015,0.992,1.287,0.020,
36,0.016,0.972,1.367,0.026,
1,0.015,0.119,0.269,0.013,
2,0.016,0.147,0.181,0.014,
3,0.014,0.168,0.143,0.014,
4,0.013,0.194,0.241,0.020,
5,0.013,0.209,0.230,0.023,
6,0.013,0.357,0.232,0.015,
7,0.014,0.244,0.213,0.019,
8,0.015,0.442,0.289,0.019,
9,0.015,0.288,0.234,0.019,
10,0.016,0.501,0.407,0.037,
11,0.014,0.511,0.406,0.021,
12,0.015,0.504,0.399,0.021,
13,0.014,0.366,0.253,0.036,
14,0.015,0.612,0.620,0.022,
15,0.015,0.620,0.736,0.030,
16,0.015,0.617,0.539,0.021,
17,0.016,0.617,0.615,0.033,
18,0.016,0.617,0.533,0.022,
19,0.016,0.610,0.672,0.023,
20,0.016,0.616,0.618,0.024,
21,0.015,0.632,0.563,0.030,
22,0.015,0.622,0.577,0.032,
23,0.016,0.622,0.627,0.023,
24,0.016,0.615,0.627,0.034,
25,0.014,0.488,0.390,0.019,
26,0.014,0.982,1.440,0.032,
27,0.015,0.979,1.362,0.028,
28,0.017,0.969,1.422,0.023,
29,0.014,0.971,1.504,0.033,
30,0.015,0.981,1.438,0.021,
31,0.017,0.983,1.471,0.031,
32,0.015,0.981,1.568,0.022,
33,0.015,0.981,1.304,0.023,
34,0.015,0.969,1.319,0.017,
35,0.015,0.986,1.447,0.036,
36,0.016,0.972,1.422,0.022,
1,0.016,0.119,0.265,0.012,
2,0.015,0.147,0.181,0.014,
3,0.014,0.169,0.284,0.026,
4,0.014,0.190,0.230,0.018,
5,0.014,0.213,0.222,0.036,
6,0.014,0.363,0.274,0.022,
7,0.014,0.257,0.238,0.039,
8,0.014,0.442,0.309,0.021,
9,0.016,0.285,0.213,0.035,
10,0.015,0.504,0.407,0.020,
11,0.014,0.508,0.456,0.017,
12,0.015,0.505,0.398,0.035,
13,0.015,0.372,0.223,0.034,
14,0.014,0.625,0.580,0.027,
15,0.015,0.618,0.633,0.027,
16,0.016,0.622,0.621,0.028,
17,0.016,0.615,0.602,0.030,
18,0.015,0.623,0.565,0.030,
19,0.016,0.620,0.591,0.033,
20,0.015,0.618,0.707,0.036,
21,0.015,0.620,0.587,0.022,
22,0.015,0.614,0.612,0.035,
23,0.016,0.627,0.509,0.032,
24,0.015,0.625,0.614,0.022,
25,0.015,0.486,0.366,0.021,
26,0.015,0.976,1.338,0.029,
27,0.016,0.977,1.477,0.035,
28,0.016,0.977,1.563,0.023,
29,0.016,0.977,1.344,0.026,
30,0.016,0.972,1.418,0.025,
31,0.015,0.979,1.438,0.032,
32,0.015,0.974,1.680,0.034,
33,0.015,1.002,1.537,0.024,
34,0.016,0.971,1.492,0.021,
35,0.015,0.995,1.564,0.021,
36,0.013,0.971,1.553,0.021,
1,0.017,0.120,0.266,0.012,
2,0.015,0.148,0.283,0.023,
3,0.013,0.178,0.268,0.033,
4,0.014,0.194,0.226,0.017,
5,0.014,0.209,0.211,0.018,
6,0.015,0.358,0.313,0.027,
7,0.014,0.246,0.239,0.029,
8,0.014,0.448,0.337,0.035,
9,0.014,0.288,0.221,0.019,
10,0.014,0.501,0.357,0.019,
