nThreads,memcpyOut,plan,execu,memcpyIn
11,0.016,0.509,0.423,0.020,
12,0.015,0.506,0.346,0.028,
13,0.015,0.371,0.257,0.023,
14,0.014,0.612,0.551,0.021,
15,0.015,0.613,0.708,0.027,
16,0.016,0.614,0.587,0.031,
17,0.015,0.627,0.598,0.026,
18,0.015,0.613,0.605,0.023,
19,0.015,0.618,0.624,0.022,
20,0.016,0.614,0.660,0.023,
21,0.015,0.632,0.524,0.033,
22,0.017,0.632,0.597,0.035,
23,0.014,0.618,0.561,0.023,
24,0.015,0.619,0.546,0.022,
25,0.015,0.479,0.379,0.026,
26,0.014,0.964,1.327,0.022,
27,0.016,0.956,1.434,0.037,
28,0.015,0.992,1.442,0.033,
29,0.016,0.975,1.492,0.032,
30,0.016,0.988,1.490,0.033,
31,0.016,0.973,1.363,0.035,
32,0.016,0.983,1.457,0.022,
33,0.015,0.981,1.717,0.034,
34,0.014,0.981,1.352,0.021,
35,0.016,0.973,1.301,0.023,
36,0.015,0.976,1.663,0.021,
1,0.016,0.119,0.266,0.012,
2,0.015,0.149,0.285,0.022,
3,0.014,0.176,0.280,0.029,
4,0.014,0.195,0.218,0.018,
5,0.014,0.211,0.225,0.020,
6,0.014,0.357,0.231,0.028,
7,0.014,0.256,0.180,0.030,
8,0.015,0.442,0.262,0.021,
9,0.015,0.288,0.174,0.019,
10,0.015,0.510,0.324,0.021,
11,0.015,0.507,0.377,0.034,
12,0.015,0.518,0.350,0.022,
13,0.016,0.362,0.240,0.027,
14,0.014,0.610,0.585,0.033,
15,0.016,0.620,0.512,0.020,
16,0.015,0.609,0.624,0.028,
17,0.015,0.620,0.588,0.023,
18,0.014,0.618,0.610,0.035,
19,0.014,0.618,0.520,0.031,
20,0.016,0.629,0.597,0.031,
21,0.014,0.636,0.523,0.022,
22,0.016,0.616,0.576,0.020,
23,0.015,0.625,0.676,0.021,
24,0.014,0.629,0.747,0.032,
25,0.016,0.482,0.383,0.032,
26,0.016,0.982,1.845,0.030,
27,0.016,0.983,1.870,0.039,
28,0.019,1.660,1.612,0.034,
29,0.016,0.978,1.629,0.034,
30,0.014,0.975,1.532,0.021,
31,0.016,1.009,1.740,0.033,
32,0.017,0.981,1.751,0.034,
33,0.021,0.976,1.462,0.032,
34,0.014,0.975,1.302,0.033,
35,0.016,1.001,1.334,0.020,
36,0.016,0.979,1.503,0.032,
1,0.017,0.122,0.263,0.013,
2,0.015,0.150,0.283,0.022,
3,0.014,0.183,0.271,0.034,
4,0.014,0.197,0.239,0.033,
5,0.014,0.214,0.185,0.031,
6,0.014,0.358,0.268,0.033,
7,0.014,0.251,0.238,0.027,
8,0.014,0.452,0.397,0.027,
9,0.014,0.293,0.227,0.031,
10,0.015,0.509,0.435,0.029,
11,0.015,0.517,0.442,0.019,
12,0.015,0.520,0.387,0.021,
13,0.016,0.369,0.260,0.022,
14,0.016,0.616,0.495,0.022,
15,0.015,0.611,0.557,0.020,
16,0.015,0.616,0.584,0.024,
17,0.016,0.620,0.565,0.021,
18,0.016,0.615,0.497,0.037,
19,0.016,0.622,0.562,0.021,
20,0.016,0.624,0.625,0.037,
21,0.016,0.623,0.660,0.032,
22,0.015,0.620,0.614,0.018,
23,0.015,0.621,0.620,0.035,
24,0.015,0.628,0.595,0.021,
25,0.016,0.513,0.413,0.024,
26,0.015,0.966,1.325,0.031,
27,0.016,1.016,1.331,0.023,
28,0.016,1.010,1.387,0.031,
29,0.016,0.985,1.501,0.033,
30,0.014,0.971,1.672,0.023,
31,0.015,1.008,1.443,0.025,
32,0.015,0.981,1.465,0.030,
33,0.016,0.979,1.636,0.022,
34,0.016,1.001,2.007,0.034,
35,0.015,0.991,1.876,0.031,
36,0.015,0.999,1.590,0.031,
1,0.015,0.119,0.266,0.013,
2,0.015,0.149,0.230,0.024,
3,0.014,0.177,0.257,0.014,
4,0.014,0.199,0.124,0.014,
5,0.014,0.217,0.136,0.018,
6,0.015,0.360,0.255,0.021,
7,0.014,0.248,0.174,0.033,
8,0.015,0.445,0.380,0.023,
9,0.016,0.297,0.190,0.019,
10,0.015,0.509,0.435,0.020,
11,0.014,0.522,0.397,0.034,
12,0.015,0.512,0.346,0.030,
13,0.015,0.368,0.199,0.021,
14,0.016,0.608,0.548,0.022,
15,0.015,0.610,0.617,0.022,
16,0.015,0.613,0.555,0.033,
17,0.015,0.640,0.586,0.029,
18,0.015,0.614,0.554,0.019,
19,0.015,0.616,0.544,0.031,
20,0.015,0.631,0.508,0.026,
21,0.015,0.622,0.545,0.022,
22,0.016,0.630,0.643,0.024,
23,0.015,0.622,0.681,0.032,
24,0.015,0.627,0.619,0.021,
25,0.015,0.481,0.360,0.040,
26,0.019,1.103,1.401,0.021,
27,0.015,0.980,1.319,0.022,
28,0.016,0.983,1.611,0.021,
29,0.015,0.962,1.543,0.031,
30,0.015,0.981,1.362,0.033,
31,0.016,0.986,1.539,0.032,
32,0.014,1.008,1.396,0.041,
33,0.017,1.005,1.397,0.029,
34,0.014,0.983,1.750,0.031,
35,0.017,1.013,1.545,0.031,
36,0.016,0.998,1.639,0.030,
1,0.017,0.121,0.265,0.012,
2,0.015,0.149,0.201,0.013,
3,0.014,0.177,0.139,0.015,
4,0.014,0.189,0.137,0.014,
5,0.019,0.215,0.110,0.015,
6,0.015,0.358,0.257,0.023,
7,0.015,0.245,0.204,0.025,
8,0.014,0.456,0.272,0.019,
9,0.014,0.290,0.170,0.020,
10,0.015,0.512,0.328,0.020,
11,0.015,0.507,0.362,0.020,
12,0.015,0.506,0.404,0.033,
13,0.015,0.369,0.250,0.022,
14,0.016,0.639,0.545,0.025,
15,0.015,0.630,0.748,0.021,
16,0.017,0.610,0.565,0.033,
17,0.016,0.630,0.568,0.035,
18,0.015,0.633,0.677,0.029,
19,0.015,0.624,0.622,0.021,
20,0.016,0.627,0.561,0.032,
21,0.015,0.623,0.603,0.033,
22,0.014,0.627,0.551,0.021,
23,0.015,0.619,0.626,0.023,
24,0.015,0.631,0.609,0.031,
25,0.016,0.524,0.358,0.022,
26,0.015,1.007,1.562,0.029,
27,0.016,0.986,1.330,0.035,
28,0.016,0.966,1.379,0.026,
29,0.015,0.980,1.472,0.033,
30,0.015,0.987,1.376,0.022,
31,0.015,0.963,1.477,0.032,
32,0.014,1.001,1.332,0.036,
33,0.016,1.004,1.672,0.024,
34,0.019,1.797,1.482,0.026,
35,0.019,1.767,1.541,0.029,
36,0.019,1.822,1.577,0.029,
1,0.020,0.182,0.473,0.017,
2,0.018,0.236,0.283,0.022,
3,0.014,0.177,0.309,0.028,
4,0.014,0.200,0.279,0.022,
5,0.014,0.213,0.224,0.033,
6,0.018,0.639,0.319,0.032,
7,0.014,0.248,0.161,0.019,
8,0.015,0.443,0.234,0.018,
9,0.015,0.288,0.183,0.031,
10,0.015,0.506,0.387,0.027,
11,0.015,0.507,0.338,0.021,
12,0.015,0.510,0.347,0.020,
13,0.015,0.368,0.197,0.021,
14,0.015,0.608,0.482,0.019,
15,0.015,0.612,0.545,0.020,
16,0.016,0.613,0.485,0.039,
17,0.018,0.639,0.634,0.023,
18,0.015,0.625,0.591,0.029,
19,0.014,0.614,0.584,0.018,
20,0.016,0.616,0.454,0.022,
21,0.015,0.612,0.639,0.020,
22,0.015,0.619,0.545,0.021,
23,0.015,0.620,0.510,0.021,
24,0.015,0.630,0.586,0.034,
25,0.015,0.502,0.335,0.019,
26,0.015,0.971,1.485,0.032,
27,0.015,0.983,1.514,0.032,
28,0.015,0.988,1.385,0.026,
29,0.015,0.976,1.672,0.029,
30,0.015,1.007,1.602,0.031,
31,0.016,0.984,1.583,0.019,
32,0.016,0.979,1.605,0.035,
33,0.016,0.983,1.516,0.030,
34,0.015,0.990,1.329,0.022,
35,0.015,0.983,1.373,0.021,
36,0.015,0.985,1.224,0.020,
1,0.016,0.119,0.265,0.013,
2,0.016,0.148,0.180,0.015,
3,0.014,0.168,0.146,0.014,
4,0.014,0.191,0.135,0.014,
5,0.014,0.211,0.115,0.014,
6,0.013,0.356,0.271,0.034,
7,0.016,0.250,0.177,0.018,
8,0.014,0.450,0.389,0.020,
9,0.014,0.295,0.221,0.032,
10,0.015,0.512,0.323,0.034,
11,0.015,0.517,0.404,0.027,
12,0.015,0.509,0.341,0.020,
13,0.015,0.371,0.184,0.020,
14,0.015,0.608,0.410,0.019,
15,0.015,0.605,0.547,0.034,
16,0.016,0.640,0.603,0.022,
17,0.016,0.621,0.540,0.021,
18,0.015,0.627,0.568,0.021,
19,0.016,0.622,0.581,0.020,
20,0.015,0.625,0.520,0.028,
21,0.015,0.626,0.585,0.022,
22,0.015,0.621,0.515,0.019,
23,0.015,0.616,0.512,0.021,
24,0.015,0.615,0.453,0.023,
25,0.016,0.483,0.317,0.021,
26,0.015,0.973,1.393,0.023,
27,0.017,0.971,1.337,0.021,
28,0.015,0.962,1.435,0.021,
29,0.016,0.961,1.476,0.020,
30,0.015,0.980,1.327,0.033,
31,0.016,0.983,1.510,0.020,
32,0.017,0.980,1.437,0.031,
33,0.015,0.974,1.282,0.032,
34,0.016,0.977,1.446,0.026,
35,0.016,0.975,1.466,0.020,
36,0.015,0.975,1.502,0.021,
1,0.016,0.121,0.267,0.013,
2,0.015,0.147,0.180,0.014,
3,0.014,0.168,0.144,0.015,
4,0.014,0.191,0.121,0.014,
5,0.014,0.212,0.207,0.034,
6,0.014,0.360,0.209,0.032,
7,0.015,0.250,0.180,0.033,
8,0.014,0.454,0.328,0.035,
9,0.015,0.295,0.215,0.021,
10,0.016,0.505,0.471,0.022,
11,0.016,0.506,0.403,0.023,
12,0.015,0.505,0.382,0.029,
13,0.015,0.370,0.210,0.021,
14,0.015,0.609,0.528,0.020,
15,0.015,0.612,0.540,0.018,
16,0.015,0.606,0.480,0.022,
17,0.014,0.610,0.618,0.033,
18,0.015,0.615,0.594,0.028,
19,0.015,0.625,0.482,0.019,
20,0.015,0.615,0.614,0.032,
21,0.015,0.623,0.646,0.027,
22,0.014,0.616,0.525,0.028,
23,0.016,0.626,0.560,0.033,
24,0.015,0.623,0.582,0.031,
25,0.016,0.485,0.362,0.031,
26,0.016,0.978,1.474,0.036,
27,0.014,0.978,1.232,0.023,
28,0.015,0.985,1.522,0.031,
29,0.016,0.985,1.342,0.020,
30,0.014,0.979,1.537,0.023,
31,0.015,0.972,1.512,0.039,
32,0.027,1.023,1.495,0.032,
33,0.016,0.989,1.358,0.019,
34,0.015,0.974,1.481,0.034,
35,0.015,0.984,1.880,0.039,
36,0.017,1.011,1.512,0.027,
1,0.018,0.122,0.265,0.014,
2,0.015,0.150,0.252,0.015,
3,0.015,0.182,0.215,0.021,
4,0.015,0.193,0.177,0.023,
5,0.015,0.223,0.179,0.027,
6,0.018,0.396,0.244,0.033,
7,0.015,0.261,0.178,0.022,
8,0.015,0.459,0.432,0.035,
9,0.017,0.303,0.221,0.031,
10,0.015,0.521,0.421,0.019,
11,0.015,0.506,0.401,0.034,
12,0.015,0.517,0.616,0.022,
13,0.015,0.384,0.271,0.023,
14,0.015,0.634,0.614,0.023,
15,0.015,0.627,0.648,0.021,
16,0.016,0.617,0.598,0.038,
17,0.017,0.635,0.714,0.021,
18,0.015,0.610,0.741,0.029,
19,0.015,0.620,0.681,0.031,
20,0.015,0.633,0.556,0.035,
21,0.017,0.639,0.628,0.021,
22,0.016,0.629,0.589,0.033,
23,0.015,0.645,0.621,0.025,
24,0.016,0.622,0.671,0.023,
25,0.015,0.482,0.306,0.020,
26,0.016,0.963,1.652,0.019,
27,0.016,1.001,1.259,0.021,
28,0.015,0.968,1.284,0.020,
29,0.015,0.968,1.510,0.022,
30,0.014,0.998,1.483,0.020,
31,0.015,0.973,1.310,0.022,
32,0.015,0.986,1.908,0.030,
33,0.017,0.978,1.441,0.031,
34,0.021,1.037,1.824,0.031,
35,0.018,0.989,1.638,0.023,
36,0.015,0.974,1.436,0.031,
1,0.016,0.123,0.268,0.012,
2,0.015,0.150,0.182,0.014,
3,0.014,0.169,0.222,0.018,
4,0.014,0.190,0.160,0.017,
5,0.015,0.219,0.160,0.017,
6,0.014,0.370,0.210,0.016,
7,0.014,0.255,0.169,0.033,
8,0.015,0.474,0.312,0.031,
9,0.015,0.290,0.184,0.020,
10,0.015,0.511,0.473,0.032,
11,0.016,0.516,0.384,0.033,
12,0.014,0.512,0.445,0.020,
13,0.015,0.361,0.274,0.030,
14,0.017,0.630,1.419,0.020,
15,0.015,0.629,0.641,0.021,
16,0.015,0.632,0.556,0.021,
17,0.015,0.636,0.692,0.030,
18,0.016,0.640,0.638,0.034,
19,0.015,0.620,0.615,0.030,
20,0.017,0.643,0.551,0.029,
21,0.015,0.620,0.516,0.034,
22,0.016,0.641,0.659,0.028,
23,0.015,0.642,0.660,0.035,
24,0.016,0.639,0.542,0.024,
25,0.016,0.493,0.326,0.021,
26,0.015,0.972,1.682,0.039,
27,0.015,1.037,1.429,0.038,
28,0.018,0.982,1.476,0.030,
29,0.015,0.996,1.445,0.032,
30,0.015,0.998,1.567,0.032,
31,0.016,0.982,1.659,0.023,
32,0.015,1.004,1.651,0.034,
33,0.017,1.031,1.472,0.023,
34,0.015,0.992,1.678,0.036,
35,0.014,1.010,1.565,0.025,
36,0.015,0.982,1.555,0.036,
1,0.015,0.124,0.266,0.012,
2,0.016,0.149,0.181,0.014,
3,0.014,0.169,0.273,0.029,
4,0.014,0.195,0.251,0.028,
5,0.014,0.215,0.217,0.033,
6,0.015,0.365,0.238,0.032,
7,0.015,0.248,0.188,0.020,
8,0.015,0.453,0.358,0.033,
9,0.014,0.285,0.190,0.020,
10,0.015,0.525,0.426,0.032,
11,0.015,0.511,0.373,0.025,
12,0.014,0.515,0.436,0.020,
13,0.015,0.363,0.251,0.038,
14,0.015,0.629,0.579,0.031,
15,0.014,0.620,0.559,0.022,
16,0.015,0.614,0.549,0.019,
17,0.015,0.608,0.544,0.033,
18,0.016,0.616,0.648,0.028,
19,0.019,0.630,0.603,0.021,
20,0.015,0.623,0.595,0.021,
21,0.015,0.611,0.556,0.021,
22,0.016,0.624,0.563,0.033,
23,0.017,0.625,0.704,0.033,
24,0.014,0.628,0.586,0.031,
25,0.015,0.487,0.332,0.028,
26,0.016,0.977,1.450,0.033,
27,0.015,1.005,1.411,0.020,
28,0.016,0.985,1.410,0.023,
29,0.015,0.962,1.371,0.023,
30,0.015,0.981,1.361,0.031,
31,0.016,0.971,1.437,0.022,
32,0.016,0.991,1.453,0.024,
33,0.016,0.979,1.346,0.024,
34,0.016,0.975,1.332,0.020,
35,0.015,0.970,1.472,0.035,
36,0.015,0.977,1.206,0.030,
1,0.015,0.120,0.266,0.012,
2,0.014,0.147,0.180,0.014,
3,0.014,0.168,0.269,0.026,
4,0.014,0.197,0.228,0.032,
5,0.014,0.212,0.207,0.028,
6,0.014,0.361,0.211,0.027,
7,0.013,0.250,0.215,0.021,
8,0.015,0.448,0.293,0.034,
9,0.015,0.290,0.206,0.032,
10,0.014,0.508,0.385,0.033,
11,0.014,0.509,0.350,0.033,
12,0.016,0.514,0.428,0.025,
13,0.016,0.363,0.241,0.022,
14,0.015,0.615,0.579,0.033,
15,0.016,0.627,0.571,0.022,
16,0.015,0.623,0.526,0.023,
17,0.015,0.619,0.584,0.029,
18,0.016,0.624,0.564,0.027,
19,0.016,0.612,0.565,0.021,
20,0.015,0.616,0.623,0.028,
21,0.015,0.621,0.603,0.034,
22,0.014,0.625,0.636,0.034,
23,0.015,0.620,0.513,0.024,
24,0.015,0.627,0.659,0.021,
25,0.015,0.479,0.351,0.022,
26,0.015,0.967,1.319,0.028,
27,0.016,0.994,1.440,0.026,
28,0.016,0.976,1.410,0.019,
29,0.016,0.980,1.265,0.024,
30,0.016,0.962,1.433,0.035,
31,0.017,0.971,1.379,0.018,
32,0.015,0.990,1.393,0.022,
33,0.015,1.013,1.486,0.018,
34,0.014,0.970,1.355,0.036,
35,0.015,0.979,1.454,0.033,
36,0.015,0.990,1.373,0.021,
1,0.015,0.118,0.267,0.013,
2,0.014,0.148,0.183,0.014,
3,0.014,0.167,0.208,0.018,
4,0.014,0.190,0.163,0.029,
5,0.014,0.217,0.196,0.020,
6,0.016,0.358,0.244,0.029,
7,0.015,0.247,0.192,0.020,
8,0.015,0.452,0.295,0.035,
9,0.015,0.287,0.231,0.022,
10,0.015,0.513,0.408,0.024,
11,0.015,0.506,0.340,0.022,
12,0.014,0.518,0.401,0.023,
13,0.014,0.364,0.252,0.033,
14,0.015,0.616,0.483,0.019,
15,0.016,0.612,0.550,0.021,
16,0.015,0.615,0.555,0.030,
17,0.014,0.622,0.557,0.019,
18,0.016,0.619,0.640,0.019,
19,0.016,0.614,0.658,0.023,
20,0.015,0.617,0.489,0.023,
21,0.016,0.623,0.620,0.022,
22,0.016,0.620,0.601,0.023,
23,0.014,0.629,0.530,0.023,
24,0.017,0.622,0.582,0.020,
25,0.015,0.480,0.339,0.035,
26,0.015,0.981,1.371,0.031,
27,0.016,0.987,1.569,0.023,
28,0.016,0.972,1.421,0.033,
29,0.015,0.985,1.501,0.022,
30,0.016,0.968,1.510,0.032,
31,0.016,0.980,1.315,0.035,
32,0.013,0.967,1.321,0.021,
33,0.016,0.987,1.426,0.030,
34,0.015,0.997,1.398,0.032,
35,0.014,0.980,1.396,0.024,
36,0.015,0.979,1.391,0.033,
1,0.014,0.120,0.268,0.012,
2,0.014,0.147,0.181,0.014,
3,0.013,0.168,0.268,0.019,
4,0.015,0.194,0.237,0.028,
5,0.014,0.216,0.210,0.029,
6,0.015,0.363,0.221,0.035,
7,0.014,0.248,0.218,0.022,
8,0.015,0.447,0.343,0.024,
9,0.018,0.289,0.197,0.020,
10,0.015,0.502,0.407,0.031,
11,0.016,0.507,0.364,0.028,
12,0.015,0.506,0.446,0.020,
13,0.015,0.363,0.248,0.034,
14,0.015,0.617,0.543,0.021,
15,0.015,0.619,0.547,0.022,
16,0.015,0.612,0.571,0.019,
17,0.015,0.623,0.523,0.023,
18,0.015,0.617,0.511,0.032,
19,0.015,0.621,0.599,0.030,
20,0.015,0.624,0.508,0.022,
21,0.015,0.615,0.739,0.021,
22,0.014,0.618,0.565,0.032,
23,0.015,0.630,0.605,0.022,
24,0.015,0.624,0.546,0.030,
25,0.015,0.479,0.357,0.033,
26,0.014,0.984,1.280,0.033,
27,0.016,0.974,1.507,0.025,
28,0.016,1.009,1.345,0.022,
29,0.014,0.976,1.447,0.034,
30,0.016,0.983,1.483,0.023,
31,0.015,0.969,1.540,0.033,
32,0.015,0.984,1.322,0.021,
33,0.015,0.970,1.448,0.035,
34,0.015,0.982,1.360,0.030,
35,0.015,0.977,1.461,0.021,
36,0.015,0.980,1.378,0.033,
1,0.016,0.123,0.270,0.013,
2,0.015,0.149,0.256,0.022,
3,0.014,0.173,0.241,0.023,
4,0.014,0.197,0.217,0.033,
5,0.014,0.214,0.209,0.022,
6,0.015,0.364,0.236,0.019,
7,0.015,0.245,0.159,0.020,
8,0.015,0.448,0.329,0.022,
9,0.014,0.303,0.213,0.029,
10,0.015,0.512,0.417,0.020,
11,0.015,0.510,0.325,0.020,
12,0.016,0.508,0.383,0.019,
13,0.014,0.366,0.209,0.022,
14,0.015,0.613,0.614,0.021,
15,0.014,0.612,0.595,0.035,
16,0.018,0.639,0.641,0.030,
17,0.016,0.624,0.686,0.021,
18,0.016,0.608,0.621,0.028,
19,0.015,0.627,0.523,0.034,
20,0.015,0.618,0.570,0.034,
21,0.015,0.626,0.630,0.025,
22,0.015,0.638,0.569,0.030,
23,0.015,0.629,0.546,0.035,
24,0.016,0.636,0.781,0.023,
25,0.015,0.568,0.418,0.031,
26,0.016,0.970,1.752,0.032,
27,0.018,0.994,1.609,0.024,
28,0.016,0.962,1.420,0.022,
29,0.014,0.957,1.440,0.020,
30,0.015,0.985,1.642,0.021,
31,0.017,0.993,1.625,0.022,
32,0.016,0.966,1.388,0.021,
33,0.016,1.021,1.420,0.021,
34,0.016,0.967,1.335,0.023,
35,0.016,0.974,1.528,0.033,
36,0.016,0.999,1.511,0.033,
1,0.016,0.130,0.277,0.013,
2,0.015,0.150,0.181,0.014,
3,0.014,0.170,0.273,0.019,
4,0.015,0.192,0.237,0.021,
5,0.014,0.211,0.210,0.020,
6,0.015,0.360,0.233,0.017,
7,0.015,0.259,0.190,0.037,
8,0.014,0.448,0.412,0.026,
9,0.014,0.287,0.211,0.019,
10,0.015,0.507,0.490,0.036,
11,0.014,0.506,0.433,0.018,
12,0.015,0.505,0.416,0.020,
13,0.015,0.363,0.212,0.035,
14,0.015,0.628,0.503,0.034,
15,0.013,0.630,0.557,0.023,
16,0.015,0.614,0.589,0.034,
17,0.015,0.622,0.627,0.020,
18,0.015,0.617,0.549,0.018,
19,0.014,0.619,0.539,0.035,
20,0.014,0.617,0.621,0.021,
21,0.016,0.614,0.608,0.020,
22,0.015,0.613,0.633,0.019,
23,0.015,0.635,0.613,0.021,
24,0.015,0.618,0.598,0.034,
25,0.015,0.487,0.363,0.033,
26,0.015,0.969,1.420,0.032,
27,0.015,0.978,1.510,0.033,
28,0.015,0.995,1.439,0.031,
29,0.015,0.985,1.454,0.033,
30,0.016,0.973,1.468,0.032,
31,0.016,1.001,1.352,0.024,
32,0.016,0.976,1.470,0.022,
33,0.016,0.993,1.494,0.022,
34,0.015,0.989,1.543,0.032,
35,0.014,0.988,1.609,0.022,
36,0.014,0.968,1.423,0.034,
1,0.015,0.119,0.266,0.012,
2,0.014,0.148,0.281,0.022,
3,0.013,0.172,0.263,0.019,
4,0.014,0.203,0.216,0.026,
5,0.015,0.215,0.217,0.034,
6,0.014,0.361,0.233,0.018,
7,0.014,0.253,0.192,0.034,
8,0.015,0.444,0.302,0.033,
9,0.014,0.295,0.217,0.023,
10,0.015,0.503,0.417,0.034,
11,0.015,0.514,0.399,0.022,
12,0.015,0.508,0.428,0.028,
13,0.015,0.368,0.254,0.030,
14,0.016,0.612,0.529,0.020,
15,0.015,0.607,0.591,0.026,
16,0.015,0.619,0.571,0.021,
17,0.015,0.612,0.598,0.022,
18,0.016,0.615,0.463,0.025,
19,0.013,0.617,0.579,0.020,
20,0.016,0.615,0.561,0.021,
21,0.016,0.617,0.628,0.024,
22,0.016,0.617,0.563,0.024,
23,0.015,0.619,0.586,0.018,
24,0.015,0.620,0.489,0.025,
25,0.015,0.478,0.359,0.035,
26,0.014,0.970,1.508,0.021,
27,0.016,0.984,1.410,0.031,
28,0.015,0.976,1.458,0.031,
29,0.016,0.972,1.351,0.033,
30,0.014,0.977,1.455,0.034,
31,0.015,0.985,1.491,0.030,
32,0.016,0.987,1.478,0.034,
33,0.014,0.993,1.680,0.019,
34,0.015,0.983,1.474,0.020,
