nThreads,memcpyOut,plan,execu,memcpyIn
23,0.015,0.626,0.487,0.033,
24,0.016,0.626,0.515,0.031,
25,0.015,0.488,0.366,0.023,
26,0.016,0.960,1.372,0.023,
27,0.014,0.978,1.387,0.033,
28,0.016,0.987,1.493,0.020,
29,0.016,0.982,1.372,0.023,
30,0.014,0.970,1.312,0.031,
31,0.016,0.983,1.359,0.031,
32,0.015,0.992,1.408,0.023,
33,0.016,0.973,1.496,0.026,
34,0.014,0.976,1.435,0.021,
35,0.016,0.979,1.361,0.023,
36,0.015,0.971,1.580,0.025,
1,0.015,0.117,0.269,0.013,
2,0.015,0.147,0.181,0.014,
3,0.014,0.169,0.148,0.015,
4,0.014,0.191,0.240,0.017,
5,0.014,0.211,0.209,0.017,
6,0.015,0.358,0.253,0.020,
7,0.014,0.248,0.199,0.021,
8,0.015,0.438,0.284,0.030,
9,0.015,0.288,0.235,0.035,
10,0.014,0.508,0.471,0.034,
11,0.015,0.508,0.392,0.030,
12,0.015,0.505,0.472,0.019,
13,0.015,0.368,0.219,0.034,
14,0.015,0.624,0.580,0.032,
15,0.015,0.616,0.546,0.022,
16,0.016,0.617,0.582,0.020,
17,0.015,0.607,0.552,0.020,
18,0.014,0.613,0.576,0.022,
19,0.015,0.613,0.623,0.024,
20,0.015,0.613,0.633,0.032,
21,0.015,0.624,0.649,0.034,
22,0.015,0.627,0.586,0.031,
23,0.015,0.630,0.663,0.036,
24,0.016,0.619,0.572,0.031,
25,0.014,0.495,0.347,0.022,
26,0.015,0.965,1.387,0.034,
27,0.016,0.973,1.385,0.033,
28,0.015,0.975,1.585,0.033,
29,0.015,0.970,1.457,0.030,
30,0.015,0.985,1.399,0.033,
31,0.016,0.979,1.458,0.036,
32,0.016,0.992,1.474,0.034,
33,0.015,0.977,1.513,0.036,
34,0.015,0.989,1.476,0.032,
35,0.016,0.974,1.324,0.021,
36,0.016,0.971,1.398,0.024,
1,0.016,0.119,0.263,0.012,
2,0.015,0.148,0.281,0.022,
3,0.013,0.176,0.279,0.022,
4,0.015,0.192,0.243,0.029,
5,0.014,0.212,0.224,0.018,
6,0.014,0.360,0.216,0.015,
7,0.013,0.248,0.217,0.020,
8,0.014,0.443,0.309,0.019,
9,0.015,0.295,0.209,0.034,
10,0.016,0.510,0.415,0.020,
11,0.016,0.506,0.463,0.032,
12,0.015,0.506,0.410,0.019,
13,0.016,0.367,0.232,0.021,
14,0.015,0.612,0.521,0.017,
15,0.014,0.606,0.560,0.032,
16,0.014,0.630,0.585,0.019,
17,0.015,0.607,0.638,0.033,
18,0.014,0.614,0.572,0.021,
19,0.015,0.619,0.553,0.020,
20,0.015,0.613,0.559,0.032,
21,0.016,0.625,0.609,0.034,
22,0.015,0.625,0.571,0.029,
23,0.016,0.630,0.550,0.029,
24,0.016,0.628,0.564,0.031,
25,0.016,0.481,0.302,0.022,
26,0.016,0.963,1.416,0.048,
27,0.014,0.974,1.431,0.023,
28,0.014,0.978,1.334,0.033,
29,0.016,0.984,1.487,0.023,
30,0.016,0.984,1.463,0.035,
31,0.015,0.979,1.485,0.033,
32,0.014,0.984,1.380,0.035,
33,0.014,0.967,1.477,0.022,
34,0.015,0.975,1.374,0.020,
35,0.015,0.980,1.547,0.034,
36,0.015,0.976,1.419,0.029,
1,0.014,0.121,0.264,0.013,
2,0.015,0.149,0.184,0.014,
3,0.013,0.172,0.272,0.027,
4,0.014,0.194,0.245,0.028,
5,0.015,0.215,0.223,0.033,
6,0.014,0.363,0.241,0.028,
7,0.014,0.251,0.186,0.018,
8,0.014,0.451,0.337,0.019,
9,0.015,0.284,0.228,0.027,
10,0.015,0.507,0.462,0.034,
11,0.015,0.511,0.459,0.031,
12,0.015,0.507,0.456,0.022,
13,0.016,0.360,0.234,0.033,
14,0.015,0.615,0.585,0.035,
15,0.016,0.615,0.590,0.023,
16,0.015,0.609,0.558,0.020,
17,0.014,0.611,0.624,0.019,
18,0.014,0.615,0.554,0.018,
19,0.014,0.609,0.692,0.020,
20,0.016,0.610,0.550,0.017,
21,0.015,0.620,0.527,0.032,
22,0.015,0.623,0.599,0.034,
23,0.015,0.617,0.556,0.021,
24,0.016,0.642,0.632,0.032,
25,0.016,0.489,0.375,0.034,
26,0.015,1.027,1.473,0.032,
27,0.016,1.007,1.327,0.034,
28,0.016,0.977,1.485,0.022,
29,0.016,0.974,1.477,0.033,
30,0.016,0.979,1.395,0.024,
31,0.016,0.985,1.349,0.030,
32,0.015,0.990,1.497,0.020,
33,0.016,0.972,1.402,0.019,
34,0.015,0.966,1.507,0.020,
35,0.016,0.981,1.441,0.034,
36,0.016,0.980,1.476,0.027,
1,0.015,0.120,0.269,0.013,
2,0.015,0.150,0.181,0.015,
3,0.015,0.169,0.257,0.019,
4,0.015,0.189,0.214,0.018,
5,0.015,0.211,0.198,0.017,
6,0.015,0.363,0.253,0.031,
7,0.014,0.248,0.206,0.018,
8,0.014,0.440,0.338,0.035,
9,0.015,0.300,0.215,0.024,
10,0.014,0.514,0.450,0.042,
11,0.013,0.511,0.420,0.020,
12,0.016,0.510,0.399,0.018,
13,0.014,0.368,0.251,0.033,
14,0.014,0.614,0.428,0.021,
15,0.015,0.615,0.512,0.023,
16,0.014,0.623,0.515,0.021,
17,0.015,0.609,0.582,0.030,
18,0.014,0.613,0.532,0.028,
19,0.015,0.616,0.644,0.031,
20,0.016,0.623,0.613,0.035,
21,0.015,0.622,0.700,0.021,
22,0.016,0.618,0.731,0.019,
23,0.015,0.623,0.607,0.021,
24,0.015,0.615,0.615,0.035,
25,0.015,0.489,0.360,0.034,
26,0.015,0.991,1.474,0.034,
27,0.015,0.966,1.328,0.033,
28,0.015,0.976,1.358,0.032,
29,0.015,0.968,1.451,0.033,
30,0.015,0.986,1.402,0.021,
31,0.016,0.976,1.330,0.030,
32,0.014,0.985,1.310,0.030,
33,0.014,0.978,1.644,0.023,
34,0.015,0.970,1.410,0.029,
35,0.014,0.995,1.491,0.027,
36,0.014,0.987,1.399,0.021,
1,0.015,0.124,0.262,0.013,
2,0.015,0.148,0.181,0.014,
3,0.014,0.169,0.283,0.026,
4,0.014,0.194,0.218,0.023,
5,0.014,0.210,0.209,0.029,
6,0.015,0.362,0.232,0.021,
7,0.015,0.252,0.181,0.021,
8,0.014,0.440,0.291,0.034,
9,0.015,0.289,0.235,0.023,
10,0.015,0.506,0.433,0.040,
11,0.015,0.505,0.379,0.020,
12,0.015,0.506,0.443,0.034,
13,0.015,0.366,0.221,0.020,
14,0.015,0.614,0.594,0.025,
15,0.015,0.615,0.632,0.023,
16,0.014,0.609,0.591,0.034,
17,0.015,0.615,0.605,0.028,
18,0.015,0.617,0.571,0.023,
19,0.015,0.616,0.514,0.035,
20,0.016,0.625,0.553,0.036,
21,0.015,0.620,0.627,0.019,
22,0.016,0.616,0.534,0.021,
23,0.015,0.617,0.565,0.025,
24,0.016,0.622,0.610,0.033,
25,0.015,0.484,0.359,0.019,
26,0.016,0.972,1.554,0.033,
27,0.015,0.976,1.498,0.030,
28,0.015,0.963,1.359,0.034,
29,0.015,0.974,1.407,0.035,
30,0.014,0.976,1.378,0.031,
31,0.017,0.977,1.478,0.029,
32,0.015,0.987,1.480,0.021,
33,0.016,0.980,1.469,0.023,
34,0.016,0.995,1.709,0.027,
35,0.014,0.973,1.397,0.022,
36,0.015,0.974,1.409,0.024,
1,0.014,0.121,0.267,0.013,
2,0.015,0.148,0.181,0.014,
3,0.014,0.168,0.144,0.014,
4,0.014,0.189,0.240,0.030,
5,0.014,0.215,0.208,0.028,
6,0.014,0.358,0.239,0.021,
7,0.014,0.247,0.234,0.024,
8,0.014,0.445,0.280,0.019,
9,0.015,0.296,0.209,0.033,
10,0.015,0.506,0.346,0.021,
11,0.015,0.509,0.399,0.024,
12,0.016,0.513,0.373,0.021,
13,0.015,0.375,0.229,0.024,
14,0.014,0.611,0.560,0.030,
15,0.016,0.618,0.551,0.019,
16,0.015,0.630,0.619,0.040,
17,0.013,0.615,0.598,0.024,
18,0.016,0.614,0.547,0.020,
19,0.015,0.619,0.641,0.034,
20,0.014,0.618,0.694,0.027,
21,0.016,0.612,0.592,0.023,
22,0.016,0.617,0.523,0.030,
23,0.015,0.624,0.572,0.023,
24,0.015,0.618,0.550,0.020,
25,0.016,0.488,0.325,0.020,
26,0.016,0.966,1.262,0.034,
27,0.015,1.001,1.513,0.030,
28,0.016,0.981,1.547,0.033,
29,0.015,0.985,1.367,0.022,
30,0.015,0.959,1.450,0.033,
31,0.014,0.974,1.445,0.033,
32,0.015,0.975,1.285,0.031,
33,0.014,0.973,1.387,0.034,
34,0.016,0.986,1.514,0.033,
35,0.015,0.978,1.402,0.022,
36,0.015,0.970,1.563,0.022,
1,0.014,0.120,0.269,0.012,
2,0.015,0.147,0.182,0.015,
3,0.014,0.173,0.148,0.015,
4,0.014,0.191,0.241,0.019,
5,0.015,0.211,0.241,0.020,
6,0.015,0.358,0.262,0.021,
7,0.015,0.245,0.203,0.026,
8,0.014,0.446,0.318,0.026,
9,0.015,0.288,0.214,0.020,
10,0.015,0.501,0.333,0.019,
11,0.016,0.500,0.406,0.020,
12,0.014,0.508,0.457,0.023,
13,0.014,0.365,0.260,0.021,
14,0.016,0.606,0.550,0.036,
15,0.016,0.617,0.558,0.020,
16,0.015,0.621,0.570,0.018,
17,0.015,0.615,0.596,0.029,
18,0.015,0.623,0.473,0.028,
19,0.015,0.622,0.616,0.035,
20,0.015,0.623,0.559,0.021,
21,0.016,0.616,0.523,0.035,
22,0.016,0.626,0.579,0.031,
23,0.015,0.621,0.639,0.020,
24,0.016,0.630,0.571,0.021,
25,0.015,0.481,0.331,0.035,
26,0.014,0.980,1.480,0.036,
27,0.016,1.013,1.389,0.022,
28,0.016,0.974,1.392,0.034,
29,0.015,0.980,1.507,0.023,
30,0.016,0.970,1.535,0.022,
31,0.015,0.987,1.683,0.031,
32,0.015,0.980,1.430,0.022,
33,0.015,0.967,1.531,0.026,
34,0.016,0.987,1.428,0.021,
35,0.014,0.986,1.407,0.036,
36,0.015,0.982,1.552,0.027,
1,0.014,0.122,0.266,0.013,
2,0.015,0.148,0.185,0.015,
3,0.014,0.168,0.269,0.029,
4,0.015,0.196,0.243,0.026,
5,0.014,0.213,0.208,0.020,
6,0.014,0.358,0.257,0.030,
7,0.016,0.250,0.198,0.037,
8,0.013,0.444,0.308,0.027,
9,0.015,0.291,0.212,0.019,
10,0.015,0.501,0.393,0.022,
11,0.015,0.506,0.344,0.023,
12,0.014,0.506,0.377,0.037,
13,0.013,0.366,0.211,0.034,
14,0.015,0.614,0.517,0.021,
15,0.016,0.620,0.605,0.019,
16,0.016,0.611,0.699,0.033,
17,0.015,0.615,0.500,0.031,
18,0.015,0.633,0.585,0.019,
19,0.016,0.628,0.669,0.023,
20,0.015,0.616,0.572,0.033,
21,0.016,0.619,0.611,0.022,
22,0.016,0.626,0.619,0.031,
23,0.016,0.621,0.553,0.027,
24,0.014,0.618,0.579,0.031,
25,0.014,0.487,0.394,0.029,
26,0.017,0.974,1.265,0.031,
27,0.016,0.991,1.538,0.033,
28,0.017,0.975,1.324,0.024,
29,0.017,0.975,1.488,0.029,
30,0.015,0.975,1.476,0.021,
31,0.016,0.974,1.374,0.039,
32,0.017,0.980,1.421,0.029,
33,0.015,0.988,1.446,0.032,
34,0.016,0.994,1.408,0.024,
35,0.015,1.000,1.320,0.031,
36,0.015,0.999,1.555,0.032,
1,0.017,0.123,0.267,0.013,
2,0.015,0.148,0.180,0.014,
3,0.014,0.169,0.268,0.029,
4,0.014,0.194,0.227,0.021,
5,0.015,0.222,0.157,0.020,
6,0.014,0.357,0.202,0.034,
7,0.015,0.252,0.200,0.027,
8,0.015,0.443,0.309,0.021,
9,0.015,0.304,0.181,0.034,
10,0.016,0.515,0.439,0.022,
11,0.015,0.507,0.372,0.022,
12,0.015,0.511,0.405,0.027,
13,0.015,0.364,0.209,0.034,
14,0.015,0.632,0.539,0.028,
15,0.015,0.613,0.445,0.021,
16,0.015,0.611,0.501,0.039,
17,0.016,0.626,0.511,0.031,
18,0.015,0.628,0.611,0.019,
19,0.015,0.620,0.480,0.034,
20,0.015,0.638,0.550,0.022,
21,0.015,0.625,0.585,0.021,
22,0.015,0.629,0.538,0.030,
23,0.016,0.623,0.673,0.022,
24,0.015,0.618,0.602,0.021,
25,0.016,0.519,0.347,0.035,
26,0.015,0.991,1.362,0.024,
27,0.016,0.995,1.593,0.025,
28,0.016,0.968,1.648,0.020,
29,0.016,0.980,1.519,0.021,
30,0.016,1.007,1.615,0.022,
31,0.014,0.969,1.475,0.020,
32,0.015,0.967,1.513,0.034,
33,0.024,1.092,1.626,0.034,
34,0.014,1.009,1.504,0.023,
35,0.014,0.988,1.527,0.020,
36,0.015,0.974,1.466,0.024,
1,0.017,0.120,0.266,0.014,
2,0.016,0.148,0.179,0.014,
3,0.014,0.168,0.150,0.014,
4,0.015,0.194,0.148,0.014,
5,0.014,0.208,0.121,0.014,
6,0.013,0.359,0.232,0.021,
7,0.014,0.249,0.198,0.020,
8,0.015,0.447,0.287,0.022,
9,0.015,0.284,0.173,0.033,
10,0.015,0.520,0.451,0.028,
11,0.015,0.512,0.379,0.037,
12,0.015,0.525,0.421,0.020,
13,0.015,0.364,0.252,0.030,
14,0.015,0.616,0.485,0.033,
15,0.016,0.620,0.540,0.021,
16,0.017,0.625,0.510,0.024,
17,0.015,0.607,0.594,0.022,
18,0.015,0.634,0.499,0.030,
19,0.016,0.621,0.591,0.036,
20,0.016,0.645,0.527,0.029,
21,0.014,0.624,0.541,0.021,
22,0.015,0.625,0.570,0.030,
23,0.016,0.621,0.642,0.031,
24,0.014,0.630,0.564,0.037,
25,0.015,0.491,0.376,0.036,
26,0.015,0.981,1.385,0.031,
27,0.015,0.986,1.475,0.020,
28,0.015,0.979,1.414,0.022,
29,0.014,1.013,1.455,0.023,
30,0.016,1.001,1.220,0.027,
31,0.016,0.972,1.424,0.031,
32,0.014,0.976,1.399,0.025,
33,0.016,0.966,1.406,0.030,
34,0.015,0.980,1.476,0.027,
35,0.014,0.995,1.534,0.029,
36,0.015,0.987,1.439,0.023,
1,0.016,0.120,0.265,0.012,
2,0.015,0.147,0.182,0.014,
3,0.014,0.169,0.143,0.015,
4,0.014,0.195,0.134,0.015,
5,0.014,0.212,0.219,0.017,
6,0.014,0.358,0.243,0.036,
7,0.014,0.252,0.217,0.024,
8,0.015,0.452,0.306,0.027,
9,0.015,0.284,0.212,0.035,
10,0.015,0.519,0.406,0.020,
11,0.014,0.505,0.451,0.022,
12,0.014,0.510,0.440,0.034,
13,0.015,0.368,0.269,0.031,
14,0.016,0.614,0.451,0.022,
15,0.016,0.611,0.579,0.034,
16,0.014,0.625,0.607,0.021,
17,0.015,0.617,0.605,0.023,
18,0.015,0.615,0.559,0.031,
19,0.016,0.625,0.601,0.022,
20,0.016,0.614,0.607,0.034,
21,0.015,0.619,0.595,0.022,
22,0.016,0.631,0.599,0.023,
23,0.015,0.616,0.711,0.022,
24,0.016,0.616,0.649,0.024,
25,0.015,0.481,0.325,0.021,
26,0.016,0.965,1.296,0.036,
27,0.015,0.971,1.414,0.030,
28,0.015,0.968,1.304,0.022,
29,0.015,0.972,1.473,0.027,
30,0.016,0.975,1.529,0.031,
31,0.016,0.975,1.324,0.022,
32,0.016,0.977,1.602,0.030,
33,0.014,0.972,1.435,0.024,
34,0.016,0.983,1.460,0.034,
35,0.015,0.974,1.329,0.022,
36,0.015,1.002,1.308,0.033,
1,0.016,0.124,0.263,0.013,
2,0.015,0.147,0.284,0.022,
3,0.014,0.176,0.279,0.026,
4,0.014,0.191,0.253,0.020,
5,0.015,0.210,0.233,0.027,
6,0.015,0.360,0.230,0.035,
7,0.014,0.247,0.208,0.020,
8,0.015,0.441,0.344,0.023,
9,0.015,0.285,0.233,0.019,
10,0.014,0.510,0.434,0.024,
11,0.014,0.505,0.344,0.025,
12,0.015,0.508,0.387,0.032,
13,0.016,0.373,0.230,0.021,
14,0.015,0.613,0.606,0.032,
15,0.015,0.612,0.582,0.034,
16,0.015,0.631,0.625,0.022,
17,0.015,0.613,0.486,0.033,
18,0.015,0.620,0.656,0.035,
19,0.016,0.622,0.551,0.022,
20,0.014,0.616,0.617,0.029,
21,0.016,0.618,0.556,0.020,
22,0.016,0.616,0.541,0.034,
23,0.016,0.633,0.634,0.020,
24,0.015,0.618,0.557,0.023,
25,0.014,0.485,0.354,0.021,
26,0.017,0.962,1.328,0.023,
27,0.017,0.963,1.340,0.029,
28,0.016,0.981,1.493,0.024,
29,0.016,0.976,1.237,0.031,
30,0.015,0.971,1.687,0.033,
31,0.017,0.987,1.419,0.022,
32,0.016,0.974,1.429,0.032,
33,0.015,0.984,1.420,0.032,
34,0.015,0.987,1.401,0.021,
35,0.014,0.970,1.417,0.021,
36,0.016,0.975,1.447,0.026,
1,0.016,0.120,0.268,0.013,
2,0.015,0.148,0.180,0.013,
3,0.014,0.168,0.147,0.014,
4,0.014,0.191,0.246,0.017,
5,0.014,0.209,0.191,0.020,
6,0.014,0.366,0.187,0.030,
7,0.015,0.252,0.217,0.021,
8,0.015,0.444,0.344,0.031,
9,0.014,0.290,0.241,0.034,
10,0.015,0.508,0.429,0.028,
11,0.014,0.505,0.351,0.032,
12,0.014,0.508,0.330,0.019,
13,0.015,0.372,0.229,0.020,
14,0.015,0.620,0.591,0.030,
15,0.016,0.614,0.545,0.019,
16,0.016,0.608,0.635,0.019,
17,0.015,0.621,0.601,0.018,
18,0.015,0.610,0.651,0.022,
19,0.016,0.619,0.684,0.034,
20,0.016,0.627,0.575,0.023,
21,0.015,0.616,0.654,0.023,
22,0.015,0.634,0.712,0.021,
23,0.016,0.617,0.509,0.020,
24,0.015,0.618,0.587,0.036,
25,0.015,0.499,0.356,0.023,
26,0.015,0.965,1.392,0.035,
27,0.016,0.978,1.395,0.019,
28,0.015,0.977,1.331,0.022,
29,0.016,0.980,1.422,0.035,
30,0.014,0.970,1.476,0.034,
31,0.016,0.980,1.630,0.029,
32,0.016,0.986,1.378,0.028,
33,0.015,0.973,1.307,0.022,
34,0.015,0.966,1.460,0.030,
35,0.016,0.991,1.414,0.022,
36,0.016,0.976,1.370,0.032,
1,0.016,0.120,0.267,0.013,
2,0.015,0.148,0.180,0.014,
3,0.014,0.169,0.142,0.014,
4,0.014,0.195,0.248,0.018,
5,0.015,0.209,0.218,0.019,
6,0.014,0.358,0.228,0.032,
7,0.014,0.249,0.206,0.027,
8,0.014,0.442,0.264,0.034,
9,0.015,0.286,0.222,0.020,
10,0.015,0.506,0.360,0.019,
11,0.015,0.508,0.406,0.020,
12,0.015,0.508,0.386,0.035,
13,0.015,0.368,0.266,0.020,
14,0.016,0.609,0.621,0.024,
15,0.014,0.614,0.480,0.020,
16,0.014,0.614,0.602,0.027,
17,0.015,0.622,0.668,0.020,
18,0.016,0.615,0.615,0.031,
19,0.015,0.618,0.577,0.016,
20,0.015,0.616,0.636,0.024,
21,0.015,0.610,0.581,0.019,
22,0.015,0.620,0.611,0.025,
23,0.014,0.620,0.668,0.035,
24,0.015,0.623,0.648,0.033,
25,0.015,0.480,0.367,0.023,
26,0.014,0.983,1.309,0.033,
27,0.016,1.008,1.517,0.024,
28,0.015,0.977,1.474,0.028,
29,0.015,0.968,1.422,0.032,
30,0.016,0.971,1.430,0.023,
31,0.014,0.971,1.437,0.020,
32,0.016,0.962,1.348,0.021,
33,0.016,0.984,1.502,0.021,
34,0.013,0.985,1.518,0.033,
35,0.015,0.992,1.370,0.029,
36,0.016,0.967,1.555,0.032,
1,0.015,0.123,0.263,0.013,
2,0.015,0.148,0.179,0.015,
3,0.014,0.173,0.147,0.014,
4,0.013,0.194,0.234,0.018,
5,0.015,0.210,0.200,0.034,
6,0.015,0.360,0.229,0.014,
7,0.013,0.246,0.203,0.040,
8,0.014,0.458,0.321,0.022,
9,0.015,0.295,0.237,0.023,
10,0.016,0.506,0.370,0.018,
11,0.014,0.505,0.374,0.033,
12,0.016,0.506,0.410,0.022,
13,0.014,0.368,0.259,0.020,
14,0.015,0.611,0.565,0.034,
15,0.016,0.609,0.621,0.021,
16,0.015,0.607,0.591,0.022,
17,0.015,0.618,0.547,0.027,
18,0.014,0.616,0.544,0.036,
19,0.016,0.633,0.588,0.021,
20,0.016,0.616,0.595,0.031,
21,0.015,0.623,0.690,0.020,
22,0.015,0.622,0.575,0.033,
23,0.014,0.625,0.578,0.021,
24,0.016,0.624,0.677,0.018,
25,0.015,0.479,0.307,0.018,
26,0.015,0.973,1.439,0.035,
27,0.014,0.980,1.415,0.030,
28,0.016,0.979,1.531,0.030,
29,0.016,0.986,1.453,0.020,
30,0.016,0.971,1.325,0.022,
31,0.015,0.978,1.448,0.034,
32,0.017,0.974,1.553,0.033,
33,0.016,0.987,1.446,0.022,
34,0.015,0.988,1.423,0.032,
35,0.014,0.978,1.415,0.022,
36,0.015,0.986,1.326,0.021,
1,0.015,0.118,0.267,0.012,
2,0.015,0.146,0.180,0.014,
3,0.014,0.169,0.144,0.014,
4,0.013,0.194,0.167,0.015,
5,0.014,0.212,0.199,0.017,
6,0.014,0.357,0.226,0.036,
7,0.015,0.248,0.215,0.029,
8,0.015,0.449,0.280,0.026,
9,0.014,0.283,0.170,0.022,
10,0.014,0.504,0.388,0.020,
11,0.018,0.509,0.477,0.028,
12,0.015,0.508,0.332,0.024,
13,0.015,0.367,0.243,0.024,
14,0.016,0.606,0.621,0.022,
15,0.015,0.616,0.556,0.034,
16,0.016,0.616,0.522,0.022,
17,0.015,0.622,0.620,0.033,
18,0.015,0.634,0.716,0.021,
19,0.015,0.610,0.572,0.022,
20,0.015,0.627,0.605,0.020,
21,0.015,0.613,0.633,0.037,
22,0.017,0.642,0.750,0.023,
23,0.015,0.616,0.562,0.032,
24,0.015,0.633,0.641,0.030,
25,0.015,0.500,0.364,0.036,
26,0.015,0.971,1.406,0.034,
27,0.017,0.987,1.427,0.036,
28,0.014,0.989,1.596,0.022,
29,0.016,0.981,1.719,0.028,
30,0.016,0.972,1.640,0.025,
31,0.015,0.999,1.556,0.023,
32,0.016,0.989,1.501,0.024,
33,0.014,0.964,1.513,0.035,
34,0.015,1.009,2.203,0.037,
35,0.014,0.974,2.272,0.023,
36,0.015,0.973,2.512,0.033,
1,0.019,0.164,0.404,0.017,
2,0.018,0.204,0.318,0.023,
3,0.014,0.172,0.212,0.023,
4,0.014,0.189,0.274,0.021,
5,0.013,0.218,0.237,0.021,
6,0.014,0.365,0.356,0.023,
7,0.015,0.246,0.213,0.020,
8,0.014,0.457,0.350,0.023,
9,0.014,0.284,0.261,0.024,
10,0.015,0.534,0.546,0.030,
11,0.016,0.510,0.595,0.029,
